HTSUS,Articles of Civil Aircraft only,Description,Descrição
8518.40.10,*,Audio-frequency electric amplifiers for use as repeaters in line telephony,Amplificadores elétricos de frequência de áudio para uso como repetidores em telefonia de linha
8518.40.20,*,"Audio-frequency electric amplifiers, other than for use as repeaters in line telephony","Amplificadores elétricos de frequência de áudio, exceto para uso como repetidores em telefonia de linha"
8518.50.00,*,Electric sound amplifier sets,Conjuntos de amplificadores de som elétrico
8519.81.10,*,Transcribing machines,Máquinas de transcrição
8519.81.20,*,Cassette players (non-recording) designed exclusively for motor-vehicle installation,Cassette Players (sem gravação) projetada exclusivamente para instalação de veículos a motor
8519.81.25,*,"Cassette players (non-recording), nesoi","Cassette Players (sem gravação), nesoi"
8519.81.30,*,"Sound reproducing apparatus nesoi, not incorporating a sound recording device","Aparelho de reprodução de som nesoi, não incorporando um dispositivo de gravação de som"
8519.81.41,*,"Other sound recording and reproducing apparatus using magnetic tape, optical media, or semiconductor media","Outro aparelho de gravação e reprodução de som usando fita magnética, mídia óptica ou mídia semicondutores"
8519.89.10,*,"Record players, other than coin- or token-operated, without loudspeaker","Players de disco, além de moedas ou token, sem alto-falante"
8519.89.20,*,"Record players, other than coin- or token-operated, with loudspeakers","Players de gravação, além de moedas ou token, com alto-falantes"
8519.89.30,*,"Sound recording and reproducing apparatus, nesoi","Aparelho de gravação e reprodução de som, nesoi"
8521.10.30,*,"Color, cartridge or cassette magnetic tape-type video players","Color, cartucho ou fita magnética tocadores de vídeo magnético"
8521.10.60,*,"Color, cartridge or cassette magnetic tape-type video recording and reproducing apparatus, nesoi","Color, cartucho ou cassete gravação de vídeo e aparelho de reprodução do tipo fita magnética, nesoi"
8521.10.90,*,"Magnetic tape-type video recording or reproducing apparatus, other than color, cartridge or cassette type","Aparelho de gravação ou reprodução de gravação de vídeo do tipo de fita magnética, exceto que não a cor, o cartucho ou o tipo de cassete"
8522.90.25,*,"Printed circuit assemblies of articles of subheading 8519.81.41, consisting of 2 or more pieces fastened or joined together","Conjuntos de circuitos impressos de artigos de subposição 8519.81.41, consistindo de 2 ou mais peças presas ou unidas"
8522.90.36,*,"Other assemblies and subassemblies of articles of 8519.81.41, consisting of 2 or more pieces fastened together, other than printed circuit assemblies","Outros conjuntos e subconjuntos de artigos de 8519.81.41, consistindo de 2 ou mais peças presas juntas, exceto os conjuntos de circuitos impressos"
8522.90.45,*,"Other parts of telephone answering machines, printed circuit assemblies","Outras partes das máquinas de atendimento telefônico, conjuntos de circuitos impressos"
8522.90.58,*,"Other parts of telephone answering machines, other than printed circuit assemblies","Outras partes das máquinas de atendimento telefônico, exceto os conjuntos de circuitos impressos"
8522.90.65,*,"Parts and accessories of apparatus of headings 8519 to 8521, nesoi, printed circuit assemblies","Peças e acessórios de aparelho de títulos 8519 a 8521, nesoi, conjuntos de circuitos impressos"
8522.90.80,*,"Parts and accessories of apparatus of headings 8519 to 8521, nesoi, other than printed circuit assemblies","Peças e acessórios de aparelho de títulos 8519 a 8521, nesoi, exceto os conjuntos de circuitos impressos"
8526.10.00,*,Radar apparatus,Aparelho de radar
8526.91.00,*,"Radio navigational aid apparatus, other than radar","Aparelho de ajuda de navegação por rádio, exceto o radar"
8526.92.10,*,Radio remote control apparatus for video game consoles,Aparelho de controle remoto de rádio para consoles de videogame
8526.92.50,*,Radio remote control apparatus other than for video game consoles,"Aparelhos de controle remoto de rádio, exceto para consoles de videogame"
8528.42.00,*,Cathode-ray tube monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471,Monitores de tubo de catódia capazes de conectar-se diretamente e projetados para uso com uma máquina automática de processamento de dados de título 8471
8528.52.00,*,Other monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471,Outros monitores capazes de se conectar diretamente e projetados para uso com uma máquina automática de processamento de dados de título 8471
8528.62.00,*,Projectors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471,Projetores capazes de se conectar diretamente e projetados para uso com uma máquina automática de processamento de dados de título 8471
8529.10.21,*,"Television antennas and antenna reflectors, and parts suitable for use therewith","Antenas de televisão e refletores de antena, e peças adequadas para uso"
8529.10.40,*,"Radar, radio navigational aid and radio remote control antennas and antenna reflectors, and parts suitable for use therewith","Radar, Auxília de Radio Navigacional e antenas de controle remoto de rádio e refletores de antena, e peças adequadas para uso"
8529.10.91,*,"Other antennas and antenna reflectors of all kinds, and parts suitable for use therewith",Outras antenas e refletores de antenas de todos os tipos e partes adequadas para uso
8529.90.04,*,Tuners (printed circuit assemblies),Afinadores (conjuntos de circuitos impressos)
8529.90.05,*,"Printed circuit boards and ceramic substrates and subassemblies thereof, for color TV, with components listed in additional U.S. note 4 to this chapter","Placas de circuito impresso e substratos de cerâmica e submontagens dos mesmos, para TV colorida, com componentes listados na nota 4 adicional dos EUA neste capítulo"
8529.90.06,*,"Printed circuit boards and ceramic substrates and subassemblies thereof, for color TV, not with components listed in additional U.S. note 4 to this chapter","Placas de circuito impresso e substratos de cerâmica e submontagens dos mesmos, para TV colorida, não com componentes listados na nota 4 adicional dos EUA neste capítulo"
8529.90.09,*,Printed circuit assemblies for television cameras,Conjuntos de circuitos impressos para câmeras de televisão
8529.90.13,*,"Printed circuit assemblies for television apparatus, nesoi","Conjuntos de circuitos impressos para aparelhos de televisão, nesoi"
8529.90.16,*,"Printed circuit assemblies which are subassemblies of radar, radio nav. aid or remote control apparatus, of 2 or more parts joined together","Conjuntos de circuitos impressos que são submontagens de radar, Radio NAV. Aparelho de ajuda ou controle remoto, de 2 ou mais peças unidas"
8529.90.19,*,"Printed circuit assemblies, nesoi, for radar, radio navigational aid or radio remote control apparatus","Conjuntos de circuitos impressos, nesoi, para radar, auxílio à navegação de rádio ou aparelho de controle remoto de rádio"
8529.90.21,*,"Other printed circuit assemblies suitable for use solely or principally with the apparatus of headings 8524 to 8528, nesoi","Outros conjuntos de circuitos impressos adequados para uso exclusivamente ou principalmente com o aparelho de títulos 8524 a 8528, nesoi"
8529.90.24,*,"Transceiver assemblies for the apparatus of subheading 8526.10, other than printed circuit assemblies","Conjuntos de transceptor para o aparelho de subposição 8526.10, exceto os conjuntos de circuitos impressos"
8529.90.29,*,"Tuners for television apparatus, other than printed circuit assemblies","Aparelhos para aparelhos de televisão, exceto os conjuntos de circuitos impressos"
8529.90.33,*,"Subassemblies with 2 or more printed circuit boards or ceramic substrates, for color TV, entered with components in additional U.S. note 4 to this chapter","Submontagens com 2 ou mais placas de circuito impressas ou substratos de cerâmica, para TV colorida, inseridos com componentes em nota 4 adicional dos EUA neste capítulo"
8529.90.36,*,"Subassemblies with 2 or more printed circuit boards or ceramic substrates, for color TV, other","Submontagens com 2 ou mais placas de circuito impressas ou substratos de cerâmica, para TV colorida, outros"
8529.90.39,*,"Parts of television receivers specified in U.S. note 9 to chapter 85, other than printed circuit assemblies, nesoi",Partes dos receptores de televisão especificados nos EUA.
8529.90.43,*,"Printed circuit boards and ceramic substrates and subassemblies thereof for color TV, with components listed in additional U.S. note 4 to chapter 85","Placas de circuito impresso e substratos de cerâmica e submontagens para TV colorida, com componentes listados na Nota 4 dos EUA no Capítulo 85"
8529.90.46,*,"Combinations of printed circuit boards and ceramic substrates and subassemblies thereof for color TV, with components listed in additional U.S. note 4 to chapter 85","Combinações de tábuas de circuito impresso e substratos de cerâmica e submontagens para TV colorida, com componentes listados na Nota 4 dos EUA no Capítulo 85"
8529.90.49,*,"Combinations of parts of television receivers specified in U.S. note 10 to chapter 85, other than printed circuit assemblies, nesoi","Combinações de partes de receptores de televisão especificados nos EUA Nota 10 ao Capítulo 85, exceto os conjuntos de circuitos impressos, nesoi"
8529.90.55,*,"Flat panel screen assemblies for TV reception apparatus, color video monitors and video projectors","Conjuntos de tela de painel plano para aparelhos de recepção de TV, monitores de vídeo coloridos e projetores de vídeo"
8529.90.63,*,Parts of printed circuit assemblies (including face plates and lock latches) for television cameras,Partes de conjuntos de circuitos impressos (incluindo placas de rosto e trava) para câmeras de televisão
8529.90.68,*,Parts of printed circuit assemblies (including face plates and lock latches) for television apparatus other than television cameras,Partes de conjuntos de circuitos impressos (incluindo placas de rosto e trava) para aparelhos de televisão que não sejam câmeras de televisão
8529.90.73,*,"Parts of printed circuit assemblies (including face plates and lock latches) for radar, radio navigational aid or radio remote control apparatus","Partes de conjuntos de circuitos impressos (incluindo placas de rosto e trava) para radar, auxílio à navegação de rádio ou aparelho de controle remoto de rádio"
8529.90.77,*,"Parts of printed circuit assemblies (including face plates and lock latches) for other apparatus of headings 8524 to 8528, nesoi","Partes dos conjuntos de circuitos impressos (incluindo placas de rosto e travas de travamento) para outros aparelhos de títulos 8524 a 8528, nesoi"
8529.90.78,*,"Mounted lenses for use in closed circuit television cameras, separately imported, with or without attached electrical connectors or motors","Lentes montadas para uso em câmeras de televisão de circuito fechado, importadas separadamente, com ou sem conectores elétricos ou motores conectados"
8529.90.81,*,"Other parts of television cameras, nesoi","Outras partes das câmeras de televisão, nesoi"
8529.90.83,*,"Other parts of television apparatus (other than television cameras), nesoi","Outras partes do aparato televisivo (exceto câmeras de televisão), Nesoi"
8529.90.87,*,"Parts suitable for use solely or principally with the apparatus of 8524 and 8527 (except television apparatus or cellular phones), nesoi","Peças adequadas para uso exclusivamente ou principalmente com o aparelho de 8524 e 8527 (exceto aparelhos televisivos ou telefones celulares), nesoi"
8529.90.88,*,"Subassemblies with 2 or more printed circuit boards or ceramic substrates, except tuners or convergence assemblies, for color TV, entered with components in additional U.S. note 4 to this chapter","Submontagens com 2 ou mais placas de circuito impressas ou substratos de cerâmica, exceto sintonizadores ou conjuntos de convergência, para TV colorida, inseridos com componentes em nota 4 adicional dos EUA neste capítulo"
8529.90.89,*,"Subassemblies with 2 or more printed circuit boards or ceramic substrates, except tuners or convergence assemblies, for color TV, other","Submontagens com 2 ou mais placas de circuito impressas ou substratos de cerâmica, exceto sintonizadores ou conjuntos de convergência, para TV colorida, outros"
8529.90.93,*,"Parts of television apparatus, nesoi","Partes do aparato televisivo, nesoi"
8529.90.95,*,"Assemblies and subassemblies of radar, radio navigational aid or remote control apparatus, of 2 or more parts joined together, nesoi","Assembléias e subconjuntos de radar, auxílio à navegação de rádio ou aparelhos de controle remoto, de 2 ou mais partes unidas, nesoi"
8529.90.97,*,"Parts suitable for use solely or principally in radar, radio navigational aid or radio remote control apparatus, nesoi","Peças adequadas para uso exclusivamente ou principalmente em radar, auxílio à navegação de rádio ou aparelho de controle remoto de rádio, nesoi"
8529.90.98,*,"Parts suitable for use solely or principally with the apparatus of headings 8524 to 8528, nesoi","Peças adequadas para uso exclusivamente ou principalmente com o aparelho de títulos 8524 a 8528, nesoi"
8531.10.00,*,Electric burglar or fire alarms and similar apparatus,Ladrão elétrico ou alarmes de incêndio e aparelhos semelhantes
8531.20.00,*,Indicator panels incorporating liquid crystal devices (LCD’s) or light emitting diodes (LED’s),Painéis indicadores que incorporam dispositivos de cristal líquido (LCDs) ou diodos emissores de luz (LEDs)
8531.80.15,*,"Doorbells, chimes, buzzers, and similar apparatus","Campainhas, carrilhões, campainhas e aparelhos semelhantes"
8531.80.90,*,"Electric sound or visual signaling apparatus, nesoi","Som elétrico ou aparelho de sinalização visual, nesoi"
8536.70.00,*,"Connectors for optical fibers, optical fiber bundles or cables","Conectores para fibras ópticas, feixes de fibra óptica ou cabos"
8539.10.00,*,Sealed beam lamp units,Unidades de lâmpada de feixe selado
8539.51.00,*,Light-emitting diode (LED) modules,Módulos de diodo emissores de luz (LED)
8543.70.42,*,Flight data recorders,Gravadores de dados de vôo
8543.70.45,*,Other electric synchros and transducers; defrosters and demisters with electric resistors for aircraft,Outros sincronizados e transdutores elétricos; Defrosadores e demissões com resistores elétricos para aeronaves
8543.70.60,*,"Electrical machines and apparatus nesoi, designed for connection to telegraphic or telephonic apparatus, instruments or networks","Máquinas elétricas e aparelhos nesoi, projetados para conexão com aparelhos, instrumentos ou redes telegráficas ou telegráficas"
8543.70.80,*,Microwave amplifiers,Amplificadores de microondas
8543.70.91,*,Digital signal processing apparatus capable of connecting to a wired or wireless network for sound mixing,Aparelho de processamento de sinal digital capaz de conectar -se a uma rede com fio ou sem fio para mistura de som
8543.70.95,*,Touch screens without display capabilities for incorporation in apparatus having a display,Toque nas telas sem recursos de exibição para incorporação em aparelhos com uma tela
8543.90.12,*,Parts of physical vapor deposition apparatus of subheading 8543.70,Partes do aparelho de deposição de vapor físico da subposição 8543.70
8543.90.15,*,"Assemblies and subassemblies for flight data recorders, consisting of 2 or more parts pieces fastened together, printed circuit assemblies","Os conjuntos e subconjuntos para gravadores de dados de vôo, consistindo de 2 ou mais peças peças presas juntas, conjuntos de circuitos impressos"
8543.90.35,*,"Assemblies and subassemblies for flight data recorders, consisting of 2 or more parts pieces fastened together, not printed circuit assys.","Os conjuntos e subconjuntos para gravadores de dados de vôo, consistindo em 2 ou mais peças de peças presas juntas, não os assados de circuito impresso."
8543.90.65,*,Printed circuit assemblies of flat panel displays other than for reception apparatus for television of heading 8528,"Conjuntos de circuitos impressos de displays de painel plano, exceto para aparelhos de recepção para a televisão do cabeçalho 8528"
8543.90.68,*,"Printed circuit assemblies of electrical machines and apparatus, having individual functions, nesoi","Conjuntos de circuitos impressos de máquinas elétricas e aparelhos, tendo funções individuais, nesoi"
8543.90.85,*,"Parts, nesoi, of flat panel displays other than for reception apparatus for television of heading 8528","Peças, nesoi, de displays de painel plano que não sejam para aparelhos de recepção para a televisão de título 8528"
8543.90.88,*,"Parts (other than printed circuit assemblies) of electrical machines and apparatus, having individual functions, nesoi","Peças (exceto conjuntos de circuito impresso) de máquinas elétricas e aparelhos, tendo funções individuais, nesoi"
8544.30.00,*,"Insulated ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships","Conjuntos de fiação de ignição isolados e outros conjuntos de fiação de um tipo usado em veículos, aeronaves ou navios"
8801.00.00,*,"Balloons, dirigibles and non-powered aircraft, gliders and hang gliders","Balões, dirigíveis e aeronaves não potentes, planadores e planícios pendurados"
8802.11.01,*,"Helicopters (except unmanned aircraft of heading 8806), with an unladen weight not over 2,000 kg","Helicópteros (exceto aeronaves não tripuladas do cabeçalho 8806), com um peso não -amadreno não mais de 2.000 kg"
8802.12.01,*,"Helicopters (except unmanned aircraft of heading 8806), with an unladen weight over 2,000 kg","Helicópteros (exceto aeronaves não tripuladas de título 8806), com um peso não -amadreno acima de 2.000 kg"
8802.20.01,*,"Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight not over 2,000 kg","Aviões e outras aeronaves motorizadas (exceto aeronaves não tripuladas do cabeçalho 8806), nesoi, com um peso não amadente não acima de 2.000 kg"
8802.30.01,*,"Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight over 2,000 kg but not over 15,000 kg","Aviões e outras aeronaves motorizadas (exceto aeronaves não tripuladas da cabeça 8806), nesoi, com um peso não amadreno acima de 2.000 kg, mas não mais de 15.000 kg"
8802.40.01,*,"Airplanes and other powered aircraft (except unmanned aircraft of heading 8806), nesoi, with an unladen weight over 15,000 kg","Aviões e outras aeronaves motorizadas (exceto aeronaves não tripuladas da tabela 8806), nesoi, com um peso não amadente acima de 15.000 kg"
8805.29.00,*,"Ground flying trainers and parts thereof, other than air combat simulators","Treinadores voadores de terra e peças, exceto simuladores de combate aéreo"
8806.10.00,*,Unmanned aircraft designed for the carriage of passengers,Aeronaves não tripuladas projetadas para o transporte de passageiros
8806.21.00,*,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight not more than 250g","Aeronaves não tripuladas, não para o transporte de passageiros, apenas para voo controlado remoto, peso máximo de decolagem não superior a 250g"
8806.22.00,*,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 250g but not more than 7kg","Aeronaves não tripuladas, não para o transporte de passageiros, apenas para vôo controlado remoto, peso máximo de decolagem superior a 250g, mas não mais que 7 kg"
8806.23.00,*,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 7kg but not more than 25kg","Aeronaves não tripuladas, não para o transporte de passageiros, apenas para voo controlado remoto, peso máximo de decolagem superior a 7 kg, mas não mais que 25 kg"
8806.24.00,*,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 25kg but not more than 150 kg","Aeronaves não tripuladas, não para o transporte de passageiros, apenas para voo controlado remoto, peso máximo de decolagem superior a 25 kg, mas não mais que 150 kg"
8806.29.00,*,"Unmanned aircraft, not for the carriage of passengers, for remote-controlled flight only, max take-off weight more than 150 kg","Aeronaves não tripuladas, não para o transporte de passageiros, apenas para vôo controlado remoto, peso máximo de decolagem superior a 150 kg"
8806.91.00,*,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight not more than 250g","Aeronaves não tripuladas, não para o transporte de passageiros, não para apenas para voo de controle remoto, nesoi, peso máximo de decolagem não superior a 250g"
8806.92.00,*,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more than 250g but not more than 7kg","Aeronaves não tripuladas, não para o transporte de passageiros, não para apenas para voo controlado remoto, nesoi, peso máximo de decolagem superior a 250g, mas não mais que 7 kg"
8806.93.00,*,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more than 7kg but not more than 25kg","Aeronaves não tripuladas, não para o transporte de passageiros, não para apenas para voo controlado remoto, nesoi, peso máximo de decolagem superior a 7 kg, mas não mais que 25 kg"
8806.94.00,*,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more than 25kg but not more than 150 kg","Aeronaves não tripuladas, não para o transporte de passageiros, não para apenas para voo controlado remoto, nesoi, peso máximo de decolagem superior a 25 kg, mas não mais que 150 kg"
8806.99.00,*,"Unmanned aircraft, not for the carriage of passengers, not for remote-controlled flight only, nesoi, max take-off weight more than 150 kg","Aeronaves não tripuladas, não para o transporte de passageiros, não para apenas para voo de controle remoto, nesoi, peso máximo de decolagem superior a 150 kg"
8807.10.00,*,"Parts of aircraft of headings 8801, 8802, 8806, propellers and rotors and parts thereof","Partes de aeronaves de títulos 8801, 8802, 8806, hélices e rotores e partes dele"
8807.20.00,*,"Parts of aircraft of headings 8801, 8802, 8806, undercarriages and parts thereof","Partes de aeronaves de títulos 8801, 8802, 8806, underingrieges e suas peças"
8807.30.00,*,"Parts of aircraft of headings 8801, 8802, 8806, for airplanes, helicopters, unmanned aircraft, other than propellers or rotors or undercarriages, nesoi","Partes de aeronaves de títulos 8801, 8802, 8806, para aviões, helicópteros, aeronaves não tripuladas, além de hélices ou rotores ou underissões, nesoi"
8807.90.90,*,"Parts of aircraft of headings 8801, 8802, 8806, not for airplanes, helicopters, unmanned aircraft, nesoi","Partes de aeronaves de títulos 8801, 8802, 8806, não para aviões, helicópteros, aeronaves não tripuladas, nesoi"
9001.90.40,*,"Lenses nesoi, unmounted","Lentes Nsoi, sem montagem"
9001.90.50,*,"Prisms, unmounted","Prismas, sem montagem"
9001.90.60,*,"Mirrors, unmounted","Espelhos, sem montagem"
9001.90.80,*,"Half-tone screens designed for use in engraving or photographic processes, unmounted","Telas de meio-tom projetadas para uso em processos de gravura ou fotografia, sem montagem"
9001.90.90,*,"Optical elements nesoi, unmounted","Elementos ópticos nesoi, sem montagem"
9002.90.20,*,"Prisms, mounted, for optical uses","Prismas, montados, para usos ópticos"
9002.90.40,*,"Mirrors, mounted, for optical uses","Espelhos, montados, para usos ópticos"
9002.90.70,*,"Half-tone screens, mounted, designed for use in engraving or photographic processes","Telas de meio tom, montadas, projetadas para uso em processos de gravação ou fotografia"
9002.90.85,*,"Mounted lenses suitable for use in, and entered separately from, closed-circuit television cameras, with or without attached electrical connectors or motors","Lentes montadas adequadas para uso e inseridas separadamente de câmeras de televisão em circuito fechado, com ou sem conectores elétricos ou motores conectados"
9002.90.95,*,"Mounted optical elements, nesoi; parts and accessories of mounted optical elements, nesoi","Elementos ópticos montados, nesoi; peças e acessórios de elementos ópticos montados, nesoi"
9014.10.10,*,Optical direction finding compasses,Direção óptica encontrando bússolas
9014.10.60,*,"Gyroscopic directing finding compasses, other than electrical","Giroscópica Direcionamento de bússolas, além de elétrica"
9014.10.70,*,Electrical direction finding compasses,Direção elétrica encontrando bússolas
9014.10.90,*,"Direction finding compasses, other than optical instruments, gyroscopic compasses or electrical","Direção encontrando bússolas, além de instrumentos ópticos, bússolas giroscópicas ou elétrica"
9014.20.20,*,Optical instruments and appliances (other than compasses) for aeronautical or space navigation,Instrumentos e aparelhos ópticos (exceto bússolas) para navegação aeronáutica ou espacial
9014.20.40,*,Automatic pilots for aeronautical or space navigation,Pilotos automáticos para navegação aeronáutica ou espacial
9014.20.60,*,Electrical instruments and appliances (other than compasses) for aeronautical or space navigation,Instrumentos elétricos e aparelhos (exceto bússolas) para navegação aeronáutica ou espacial
9014.20.80,*,Nonelectrical instruments and appliances (other than compasses) for aeronautical or space navigation,Instrumentos e aparelhos não elétricos (exceto bússolas) para navegação aeronáutica ou espacial
9014.90.10,*,Parts and accessories of automatic pilots for aeronautical or space navigation of subheading 9014.20.40,Peças e acessórios de pilotos automáticos para navegação aeronáutica ou espacial da subposição 9014.20.40
9014.90.20,*,Parts and accessories of nonelectrical instruments and appliances for aeronautical or space navigation of subheading 9014.20.80,Peças e acessórios de instrumentos e aparelhos não elétricos para navegação aeronáutica ou espacial da subtítulo 9014.20.80
9014.90.40,*,Parts and accessories of nonelectrical navigational instruments and appliances nesoi of subheading 9014.80.50,Peças e acessórios de instrumentos e aparelhos de navegação não elétrica nesoi de subtítulo 9014.80.50
9014.90.60,*,"Parts and accessories of navigational instruments and appliances, nesoi","Peças e acessórios de instrumentos e aparelhos de navegação, nesoi"
9020.00.40,*,"Underwater breathing devices designed as a complete unit to be carried on the person and not requiring attendants, parts and accessories thereof","Dispositivos respiratórios subaquáticos projetados como uma unidade completa a serem transportados para a pessoa e não exigindo que os atendentes, peças e acessórios"
9020.00.60,*,"Breathing appliances, nesoi, and gas masks, except protective masks having neither mechanical parts or replaceable filters, parts, accessories thereof","Aparelhos respiratórios, nesoi e máscaras de gás, exceto máscaras de proteção com peças mecânicas ou filtros substituíveis, peças, acessórios dos mesmos"
9025.11.20,*,"Clinical thermometers, liquid-filled, for direct reading, not combined with other instruments","Termômetros clínicos, cheios de líquidos, para leitura direta, não combinados com outros instrumentos"
9025.11.40,*,"Liquid-filled thermometers, for direct reading, not combined with other instruments, other than clinical thermometers","Termômetros cheios de líquido, para leitura direta, não combinados com outros instrumentos, exceto termômetros clínicos"
9025.19.40,*,"Pyrometers, not combined with other instruments","Pirômetros, não combinados com outros instrumentos"
9025.19.80,*,"Thermometers, for direct reading, not combined with other instruments, other than liquid-filled thermometers","Termômetros, para leitura direta, não combinados com outros instrumentos, exceto termômetros cheios de líquido"
9025.80.10,*,"Electrical hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers, psychometers, and any combination","Hidrômetros elétricos e instrumentos flutuantes similares, termômetros, pirômetros, barômetros, higrômetros, psicômetros e qualquer combinação"
9025.80.15,*,"Nonelectrical barometers, not combined with other instruments","Barômetros não -elétricos, não combinados com outros instrumentos"
9025.80.20,*,"Hydrometers and similar floating instruments, whether or not incorporating a thermometer, non-recording, other than electrical","Hidrômetros e instrumentos flutuantes semelhantes, sejam ou não incorporando ou não um termômetro, não graves, exceto elétrico"
9025.80.35,*,"Hygrometers and psychrometers, non-electrical, non-recording","Higrômetros e psicrômetros, não elétricos, não graves"
9025.80.40,*,"Thermographs, barographs, hygrographs and other recording instruments, other than electrical","Termografias, barógrafos, higografos e outros instrumentos de gravação, exceto"
9025.80.50,*,"Combinations of thermometers, barometers and similar temperature and atmosphere measuring and recording instruments, nonelectrical","Combinações de termômetros, barômetros e temperatura e medição de atmosfera semelhantes e instrumentos de gravação, não -elétricos"
9025.90.06,*,"Other parts and accessories of hydrometers and like floating instruments, thermometers, pyrometers, barometers, hygrometers, psychrometers and combinations","Outras peças e acessórios de hidrômetros e instrumentos flutuantes, termômetros, pirômetros, barômetros, higrômetros, psicrômetros e combinações"
9026.10.20,*,Electrical instruments and apparatus for measuring or checking the flow or level of liquids,Instrumentos elétricos e aparelhos para medir ou verificar o fluxo ou nível de líquidos
9026.10.40,*,"Flow meters, other than electrical, for measuring or checking the flow of liquids","Medidores de fluxo, exceto a elétrica, para medir ou verificar o fluxo de líquidos"
9026.10.60,*,"Instruments and apparatus for measuring or checking the level of liquids, other than flow meters, non-electrical","Instrumentos e aparelhos para medir ou verificar o nível de líquidos, exceto os medidores de fluxo, não elétricos"
9026.20.40,*,Electrical instruments and apparatus for measuring or checking the pressure of liquids or gases,Instrumentos elétricos e aparelhos para medir ou verificar a pressão de líquidos ou gases
9026.20.80,*,"Instruments and apparatus, other than electrical, for measuring or checking the pressure of liquids or gases","Instrumentos e aparelhos, exceto elétricos, para medir ou verificar a pressão de líquidos ou gases"
9026.80.20,*,"Electrical instruments and apparatus for measuring or checking variables of liquids or gases, nesoi","Instrumentos elétricos e aparelhos para medir ou verificar variáveis de líquidos ou gases, nesoi"
9026.80.40,*,"Nonelectrical heat meters incorporating liquid supply meters, and anemometers",Medidores de calor não elétricos incorporando medidores de suprimento de líquido e anemômetros
9026.80.60,*,"Nonelectrical instruments and apparatus for measuring or checking variables of liquids or gases, nesoi","Instrumentos e aparelhos não elétricos para medir ou verificar variáveis de líquidos ou gases, nesoi"
9026.90.20,*,Parts and accessories of electrical instruments and apparatus for measuring or checking variables of liquids or gases,Peças e acessórios de instrumentos elétricos e aparelhos para medir ou verificar variáveis de líquidos ou gases
9026.90.40,*,"Parts and accessories of nonelectrical flow meters, heat meters incorporating liquid supply meters and anemometers","Peças e acessórios de medidores de fluxo não elétricos, medidores de calor incorporando medidores de suprimento de líquido e anemômetros"
9026.90.60,*,"Parts and accessories of nonelectrical instruments and apparatus for measuring or checking variables of liquids or gases, nesoi","Peças e acessórios de instrumentos e aparelhos não -elétricos para medir ou verificar variáveis de líquidos ou gases, nesoi"
9029.10.80,*,"Revolution counters, production counters, odometers, pedometers and the like, other than taximeters","Contadores de revolução, balcões de produção, odômetros, pedômetros e similares, exceto os taxímetros"
9029.20.40,*,"Speedometers and tachometers, other than bicycle speedometers","Speedômetros e tacômetros, exceto as velocidades de bicicleta"
9029.90.80,*,"Parts and accessories of revolution counters, production counters, odometers, pedometers and the like, of speedometers nesoi and tachometers","Peças e acessórios de contadores de revolução, balcões de produção, odômetros, pedômetros e similares, de speedometers nesoi e tacômetros"
9030.10.00,*,Instruments and apparatus for measuring or detecting ionizing radiations,Instrumentos e aparelhos para medir ou detectar radiações ionizantes
9030.20.05,*,"Oscilloscopes and oscillographs, specially designed for telecommunications","Osciloscópios e oscilógrafos, especialmente projetados para telecomunicações"
9030.20.10,*,"Oscilloscopes and oscillographs, NESOI","Osciloscópios e oscilógrafos, nesoi"
9030.31.00,*,"Multimeters for measuring or checking electrical voltage, current, resistance or power, without a recording device","Multímetros para medir ou verificar tensão elétrica, corrente, resistência ou energia, sem um dispositivo de gravação"
9030.32.00,*,"Multimeters, with a recording device","Multímetros, com um dispositivo de gravação"
9030.33.34,*,Resistance measuring instruments,Instrumentos de medição de resistência
9030.33.38,*,"Other instruments and apparatus, nesoi, for measuring or checking electrical voltage, current, resistance or power, without a recording device","Erro na tradução: Other instruments and apparatus, nesoi, for measuring or checking electrical voltage, current, resistance or power, without a recording device --> No translation was found using the current translator. Try another translator?"
9030.39.01,*,"Instruments and apparatus, nesoi, for measuring or checking electrical voltage, current, resistance or power, with a recording device","Instrumentos e aparelhos, nesoi, para medir ou verificar tensão elétrica, corrente, resistência ou energia, com um dispositivo de gravação"
